freq (Hz)	real	complex
5.070000E+2	7.207745E+0	0.000000E+0
5.080000E+2	7.644442E+0	0.000000E+0
5.090000E+2	8.188704E+0	0.000000E+0
5.100000E+2	8.892108E+0	0.000000E+0
5.110000E+2	9.697199E+0	0.000000E+0
5.120000E+2	1.050823E+1	0.000000E+0
5.130000E+2	1.127997E+1	0.000000E+0
5.140000E+2	1.204665E+1	0.000000E+0
5.150000E+2	1.287170E+1	0.000000E+0
5.160000E+2	1.375870E+1	0.000000E+0
5.170000E+2	1.460519E+1	0.000000E+0
5.180000E+2	1.524998E+1	0.000000E+0
5.190000E+2	1.558478E+1	0.000000E+0
5.200000E+2	1.566405E+1	0.000000E+0
5.210000E+2	1.574687E+1	0.000000E+0
5.220000E+2	1.619477E+1	0.000000E+0
5.230000E+2	1.721212E+1	0.000000E+0
5.240000E+2	1.863763E+1	0.000000E+0
5.250000E+2	2.001897E+1	0.000000E+0
5.260000E+2	2.085667E+1	0.000000E+0
5.270000E+2	2.079708E+1	0.000000E+0
5.280000E+2	1.972462E+1	0.000000E+0
5.290000E+2	1.778614E+1	0.000000E+0
5.300000E+2	1.537045E+1	0.000000E+0
5.310000E+2	1.303698E+1	0.000000E+0
5.320000E+2	1.133691E+1	0.000000E+0
5.330000E+2	1.048410E+1	0.000000E+0
5.340000E+2	1.017181E+1	0.000000E+0
5.350000E+2	9.894136E+0	0.000000E+0
5.360000E+2	9.358851E+0	0.000000E+0
5.370000E+2	8.587419E+0	0.000000E+0
5.380000E+2	7.803362E+0	0.000000E+0
5.390000E+2	7.228733E+0	0.000000E+0
5.400000E+2	6.886748E+0	0.000000E+0
5.410000E+2	6.596961E+0	0.000000E+0
5.420000E+2	6.171371E+0	0.000000E+0
5.430000E+2	5.581567E+0	0.000000E+0
5.440000E+2	4.985180E+0	0.000000E+0
5.450000E+2	4.614910E+0	0.000000E+0
5.460000E+2	4.554946E+0	0.000000E+0
5.470000E+2	4.640042E+0	0.000000E+0
5.480000E+2	4.647709E+0	0.000000E+0
5.490000E+2	4.498025E+0	0.000000E+0
5.500000E+2	4.285898E+0	0.000000E+0
5.510000E+2	4.182106E+0	0.000000E+0
5.520000E+2	4.254712E+0	0.000000E+0
5.530000E+2	4.386996E+0	0.000000E+0
5.540000E+2	4.404330E+0	0.000000E+0
5.550000E+2	4.232856E+0	0.000000E+0
5.560000E+2	3.961330E+0	0.000000E+0
5.570000E+2	3.797850E+0	0.000000E+0
5.580000E+2	3.894207E+0	0.000000E+0
5.590000E+2	4.172520E+0	0.000000E+0
5.600000E+2	4.418860E+0	0.000000E+0
5.610000E+2	4.489498E+0	0.000000E+0
5.620000E+2	4.401112E+0	0.000000E+0
5.630000E+2	4.311041E+0	0.000000E+0
5.640000E+2	4.393795E+0	0.000000E+0
5.650000E+2	4.666316E+0	0.000000E+0
5.660000E+2	4.969472E+0	0.000000E+0
5.670000E+2	5.126132E+0	0.000000E+0
5.680000E+2	5.073400E+0	0.000000E+0
5.690000E+2	4.901427E+0	0.000000E+0
5.700000E+2	4.806585E+0	0.000000E+0
5.710000E+2	4.943121E+0	0.000000E+0
5.720000E+2	5.272655E+0	0.000000E+0
5.730000E+2	5.608667E+0	0.000000E+0
5.740000E+2	5.782688E+0	0.000000E+0
5.750000E+2	5.743487E+0	0.000000E+0
5.760000E+2	5.565832E+0	0.000000E+0
5.770000E+2	5.394264E+0	0.000000E+0
5.780000E+2	5.336653E+0	0.000000E+0
